Run,Age,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue
SRR6301067,69,RNA-Seq,150,1330873800,Edwin CHEUNG,PRJNA418865,SAMN08038058,Human,908921328,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402003,Illumina HiSeq 2000,RHV142_0M_10k,RHV142_0M_10k,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHV142_0M_10k,female,SRP125153,breast
SRR6301068,69,RNA-Seq,150,1483234800,Edwin CHEUNG,PRJNA418865,SAMN08038059,Human,1012950856,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402002,Illumina HiSeq 2000,RHM341_3M_10k,RHM341_3M_10k,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM341_3M_10k,female,SRP125153,breast
SRR6301069,69,RNA-Seq,150,1757181750,Edwin CHEUNG,PRJNA418865,SAMN08038060,Human,1198888298,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402001,Illumina HiSeq 2000,RHM349_6M_10k,RHM349_6M_10k,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM349_6M_10k,female,SRP125153,breast
SRR6301070,69,RNA-Seq,150,1403058450,Edwin CHEUNG,PRJNA418865,SAMN08038061,Human,957916774,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402000,Illumina HiSeq 2000,RHM357_12M_10k,RHM357_12M_10k,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM357_12M_10k,female,SRP125153,breast
SRR6301071,70,RNA-Seq,150,580510350,Edwin CHEUNG,PRJNA418865,SAMN08038066,Human,397329043,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401999,Illumina HiSeq 2000,RHM216_0h,RHM216_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM216_0h,female,SRP125153,breast
SRR6301072,71,RNA-Seq,150,526140000,Edwin CHEUNG,PRJNA418865,SAMN08038067,Human,357291181,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401998,Illumina HiSeq 2000,RHM218_0h,RHM218_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM218_0h,female,SRP125153,breast
SRR6301073,72,RNA-Seq,150,570238350,Edwin CHEUNG,PRJNA418865,SAMN08038068,Human,393504274,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401997,Illumina HiSeq 2000,RHM220_0h,RHM220_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM220_0h,female,SRP125153,breast
SRR6301074,73,RNA-Seq,150,529853550,Edwin CHEUNG,PRJNA418865,SAMN08038069,Human,359379040,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401996,Illumina HiSeq 2000,RHM226_0h,RHM226_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM226_0h,female,SRP125153,breast
SRR6301075,74,RNA-Seq,150,570974400,Edwin CHEUNG,PRJNA418865,SAMN08038070,Human,391024617,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401995,Illumina HiSeq 2000,RHM232_0h,RHM232_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM232_0h,female,SRP125153,breast
SRR6301076,75,RNA-Seq,150,486222750,Edwin CHEUNG,PRJNA418865,SAMN08038071,Human,330787943,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401994,Illumina HiSeq 2000,RHM233_0h,RHM233_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM233_0h,female,SRP125153,breast
SRR6301077,76,RNA-Seq,150,324888000,Edwin CHEUNG,PRJNA418865,SAMN08038072,Human,221936377,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401993,Illumina HiSeq 2000,RHM240_0h,RHM240_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM240_0h,female,SRP125153,breast
SRR6301078,77,RNA-Seq,150,682674000,Edwin CHEUNG,PRJNA418865,SAMN08038073,Human,461794980,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401992,Illumina HiSeq 2000,RHM242_0h,RHM242_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM242_0h,female,SRP125153,breast
SRR6301081,80,RNA-Seq,150,716948700,Edwin CHEUNG,PRJNA418865,SAMN08038076,Human,485972897,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401989,Illumina HiSeq 2000,RHM256_0h,RHM256_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM256_0h,female,SRP125153,breast
SRR6301083,152,RNA-Seq,150,902222400,Edwin CHEUNG,PRJNA418865,SAMN08038148,Human,616364100,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401987,Illumina HiSeq 2000,RHM300_6h,RHM300_6h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM300_6h,female,SRP125153,breast
SRR6301085,154,RNA-Seq,150,793794900,Edwin CHEUNG,PRJNA418865,SAMN08038150,Human,542519564,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401985,Illumina HiSeq 2000,RHM303_6h,RHM303_6h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM303_6h,female,SRP125153,breast
SRR6301087,90,RNA-Seq,150,647345550,Edwin CHEUNG,PRJNA418865,SAMN08038086,Human,448129000,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401983,Illumina HiSeq 2000,RHM307_0h,RHM307_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM307_0h,female,SRP125153,breast
SRR6301089,86,RNA-Seq,150,231974850,Edwin CHEUNG,PRJNA418865,SAMN08038082,Human,161314985,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401981,Illumina HiSeq 2000,RHM296_0h,RHM296_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM296_0h,female,SRP125153,breast
SRR6301092,83,RNA-Seq,150,693717750,Edwin CHEUNG,PRJNA418865,SAMN08038079,Human,467662393,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401978,Illumina HiSeq 2000,RHM282_0h,RHM282_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM282_0h,female,SRP125153,breast
SRR6301094,85,RNA-Seq,150,585067050,Edwin CHEUNG,PRJNA418865,SAMN08038081,Human,401260821,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401976,Illumina HiSeq 2000,RHM290_0h,RHM290_0h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM290_0h,female,SRP125153,breast
SRR6301096,100,RNA-Seq,150,864589500,Edwin CHEUNG,PRJNA418865,SAMN08038096,Human,587573210,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401974,Illumina HiSeq 2000,RHM249_12h,RHM249_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM249_12h,female,SRP125153,breast
SRR6301098,98,RNA-Seq,150,727526400,Edwin CHEUNG,PRJNA418865,SAMN08038094,Human,495467699,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401972,Illumina HiSeq 2000,RHM241_12h,RHM241_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM241_12h,female,SRP125153,breast
SRR6301100,96,RNA-Seq,150,773389350,Edwin CHEUNG,PRJNA418865,SAMN08038092,Human,526210335,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401970,Illumina HiSeq 2000,RHM234_12h,RHM234_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM234_12h,female,SRP125153,breast
SRR6301103,95,RNA-Seq,150,770484150,Edwin CHEUNG,PRJNA418865,SAMN08038091,Human,526103223,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401967,Illumina HiSeq 2000,RHM227_12h,RHM227_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM227_12h,female,SRP125153,breast
SRR6301105,93,RNA-Seq,150,657889500,Edwin CHEUNG,PRJNA418865,SAMN08038089,Human,447686292,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401965,Illumina HiSeq 2000,RHM224_12h,RHM224_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM224_12h,female,SRP125153,breast
SRR6301107,110,RNA-Seq,150,653327700,Edwin CHEUNG,PRJNA418865,SAMN08038106,Human,440771831,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401963,Illumina HiSeq 2000,RHM283_12h,RHM283_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM283_12h,female,SRP125153,breast
SRR6301108,105,RNA-Seq,150,773293800,Edwin CHEUNG,PRJNA418865,SAMN08038101,Human,524739874,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401962,Illumina HiSeq 2000,RHM265_12h,RHM265_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM265_12h,female,SRP125153,breast
SRR6301110,103,RNA-Seq,150,675370800,Edwin CHEUNG,PRJNA418865,SAMN08038099,Human,458477805,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401960,Illumina HiSeq 2000,RHM258_12h,RHM258_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM258_12h,female,SRP125153,breast
SRR6301113,108,RNA-Seq,150,560329950,Edwin CHEUNG,PRJNA418865,SAMN08038104,Human,382776859,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401957,Illumina HiSeq 2000,RHM273_12h,RHM273_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM273_12h,female,SRP125153,breast
SRR6301115,106,RNA-Seq,150,766425600,Edwin CHEUNG,PRJNA418865,SAMN08038102,Human,518645380,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401955,Illumina HiSeq 2000,RHM266_12h,RHM266_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM266_12h,female,SRP125153,breast
SRR6301117,117,RNA-Seq,150,863673300,Edwin CHEUNG,PRJNA418865,SAMN08038113,Human,591528772,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401953,Illumina HiSeq 2000,RHM236_3h,RHM236_3h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM236_3h,female,SRP125153,breast
SRR6301119,119,RNA-Seq,150,889249050,Edwin CHEUNG,PRJNA418865,SAMN08038115,Human,602025095,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401951,Illumina HiSeq 2000,RHM254_3h,RHM254_3h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM254_3h,female,SRP125153,breast
SRR6301121,113,RNA-Seq,150,648860100,Edwin CHEUNG,PRJNA418865,SAMN08038109,Human,442100648,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401949,Illumina HiSeq 2000,RHM305_12h,RHM305_12h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM305_12h,female,SRP125153,breast
SRR6301123,115,RNA-Seq,150,747416700,Edwin CHEUNG,PRJNA418865,SAMN08038111,Human,519568311,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401947,Illumina HiSeq 2000,RHM223_3h,RHM223_3h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM223_3h,female,SRP125153,breast
SRR6301125,121,RNA-Seq,150,1410737700,Edwin CHEUNG,PRJNA418865,SAMN08038117,Human,965891323,MCF-7,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3401945,Illumina HiSeq 2000,RHM261_3h,RHM261_3h,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,RHM261_3h,female,SRP125153,breast
