Run,Age,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue
SRR6301154,NA,RNA-Seq,202,1014099994,Edwin CHEUNG,PRJNA418867,SAMN08038176,Human,377069966,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402105,Illumina HiSeq 2000,T47D_12h_A12,T47D_12h_A12,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_12h_A12,female,SRP125154,breast
SRR6301156,NA,RNA-Seq,202,1274546068,Edwin CHEUNG,PRJNA418867,SAMN08038185,Human,470873117,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402103,Illumina HiSeq 2000,T47D_12h_C5,T47D_12h_C5,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_12h_C5,female,SRP125154,breast
SRR6301158,NA,RNA-Seq,202,941855300,Edwin CHEUNG,PRJNA418867,SAMN08038187,Human,363653147,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402101,Illumina HiSeq 2000,T47D_12h_D1,T47D_12h_D1,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_12h_D1,female,SRP125154,breast
SRR6301160,NA,RNA-Seq,202,859082568,Edwin CHEUNG,PRJNA418867,SAMN08038181,Human,325904146,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402099,Illumina HiSeq 2000,T47D_12h_B7,T47D_12h_B7,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_12h_B7,female,SRP125154,breast
SRR6301162,NA,RNA-Seq,202,1127602380,Edwin CHEUNG,PRJNA418867,SAMN08038183,Human,412919978,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402097,Illumina HiSeq 2000,T47D_12h_C11,T47D_12h_C11,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_12h_C11,female,SRP125154,breast
SRR6301164,NA,RNA-Seq,202,1063436070,Edwin CHEUNG,PRJNA418867,SAMN08038189,Human,406014858,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402095,Illumina HiSeq 2000,T47D_12h_D8,T47D_12h_D8,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_12h_D8,female,SRP125154,breast
SRR6301165,NA,RNA-Seq,202,974871594,Edwin CHEUNG,PRJNA418867,SAMN08038190,Human,373935038,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402094,Illumina HiSeq 2000,T47D_12h_E7,T47D_12h_E7,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_12h_E7,female,SRP125154,breast
SRR6301167,NA,RNA-Seq,202,1100639824,Edwin CHEUNG,PRJNA418867,SAMN08038154,Human,410041466,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402092,Illumina HiSeq 2000,T47D_0h_B2,T47D_0h_B2,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_B2,female,SRP125154,breast
SRR6301169,NA,RNA-Seq,202,1000530644,Edwin CHEUNG,PRJNA418867,SAMN08038152,Human,377238309,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402090,Illumina HiSeq 2000,T47D_0h_A5,T47D_0h_A5,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_A5,female,SRP125154,breast
SRR6301171,NA,RNA-Seq,202,1296496196,Edwin CHEUNG,PRJNA418867,SAMN08038158,Human,483769791,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402088,Illumina HiSeq 2000,T47D_0h_D11,T47D_0h_D11,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_D11,female,SRP125154,breast
SRR6301174,NA,RNA-Seq,202,1086495784,Edwin CHEUNG,PRJNA418867,SAMN08038159,Human,397062514,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402085,Illumina HiSeq 2000,T47D_0h_D12,T47D_0h_D12,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_D12,female,SRP125154,breast
SRR6301176,NA,RNA-Seq,202,815269374,Edwin CHEUNG,PRJNA418867,SAMN08038240,Human,298182085,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402083,Illumina HiSeq 2000,T47D_6h_2F9,T47D_6h_2F9,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2F9,female,SRP125154,breast
SRR6301178,NA,RNA-Seq,202,1182912404,Edwin CHEUNG,PRJNA418867,SAMN08038232,Human,435481472,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402081,Illumina HiSeq 2000,T47D_6h_2D7,T47D_6h_2D7,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2D7,female,SRP125154,breast
SRR6301179,NA,RNA-Seq,202,1243076286,Edwin CHEUNG,PRJNA418867,SAMN08038231,Human,455035121,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402080,Illumina HiSeq 2000,T47D_6h_2D4,T47D_6h_2D4,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2D4,female,SRP125154,breast
SRR6301181,NA,RNA-Seq,202,912563482,Edwin CHEUNG,PRJNA418867,SAMN08038233,Human,332845480,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402078,Illumina HiSeq 2000,T47D_6h_2E10,T47D_6h_2E10,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2E10,female,SRP125154,breast
SRR6301183,NA,RNA-Seq,202,1372038944,Edwin CHEUNG,PRJNA418867,SAMN08038235,Human,509420032,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402076,Illumina HiSeq 2000,T47D_6h_2E2,T47D_6h_2E2,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2E2,female,SRP125154,breast
SRR6301184,NA,RNA-Seq,202,933440384,Edwin CHEUNG,PRJNA418867,SAMN08038238,Human,362433480,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402075,Illumina HiSeq 2000,T47D_6h_2F2,T47D_6h_2F2,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2F2,female,SRP125154,breast
SRR6301185,NA,RNA-Seq,202,1072605052,Edwin CHEUNG,PRJNA418867,SAMN08038237,Human,394534408,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402074,Illumina HiSeq 2000,T47D_6h_2F1,T47D_6h_2F1,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2F1,female,SRP125154,breast
SRR6301187,NA,RNA-Seq,202,1288108752,Edwin CHEUNG,PRJNA418867,SAMN08038164,Human,474466667,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402072,Illumina HiSeq 2000,T47D_0h_F1,T47D_0h_F1,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_F1,female,SRP125154,breast
SRR6301189,NA,RNA-Seq,202,1111891022,Edwin CHEUNG,PRJNA418867,SAMN08038162,Human,414138888,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402070,Illumina HiSeq 2000,T47D_0h_E12,T47D_0h_E12,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_E12,female,SRP125154,breast
SRR6301190,NA,RNA-Seq,202,896993524,Edwin CHEUNG,PRJNA418867,SAMN08038167,Human,336369553,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402069,Illumina HiSeq 2000,T47D_0h_F8,T47D_0h_F8,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_F8,female,SRP125154,breast
SRR6301192,NA,RNA-Seq,202,819972742,Edwin CHEUNG,PRJNA418867,SAMN08038165,Human,300457520,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402067,Illumina HiSeq 2000,T47D_0h_F11,T47D_0h_F11,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_F11,female,SRP125154,breast
SRR6301193,NA,RNA-Seq,202,1156113468,Edwin CHEUNG,PRJNA418867,SAMN08038166,Human,425019648,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402066,Illumina HiSeq 2000,T47D_0h_F7,T47D_0h_F7,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_F7,female,SRP125154,breast
SRR6301195,NA,RNA-Seq,202,1068642014,Edwin CHEUNG,PRJNA418867,SAMN08038170,Human,402290582,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402064,Illumina HiSeq 2000,T47D_0h_G9,T47D_0h_G9,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_0h_G9,female,SRP125154,breast
SRR6301197,NA,RNA-Seq,202,1080470730,Edwin CHEUNG,PRJNA418867,SAMN08038244,Human,398440615,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402062,Illumina HiSeq 2000,T47D_6h_2H1,T47D_6h_2H1,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2H1,female,SRP125154,breast
SRR6301198,NA,RNA-Seq,202,1175731304,Edwin CHEUNG,PRJNA418867,SAMN08038241,Human,436589331,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402061,Illumina HiSeq 2000,T47D_6h_2G10,T47D_6h_2G10,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2G10,female,SRP125154,breast
SRR6301200,NA,RNA-Seq,202,1175849070,Edwin CHEUNG,PRJNA418867,SAMN08038245,Human,438827057,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402059,Illumina HiSeq 2000,T47D_6h_2H8,T47D_6h_2H8,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2H8,female,SRP125154,breast
SRR6301201,NA,RNA-Seq,202,1383819180,Edwin CHEUNG,PRJNA418867,SAMN08038246,Human,512303409,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402058,Illumina HiSeq 2000,T47D_6h_population,T47D_6h_population,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_population,female,SRP125154,breast
SRR6301203,NA,RNA-Seq,202,1123287256,Edwin CHEUNG,PRJNA418867,SAMN08038217,Human,420593064,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402056,Illumina HiSeq 2000,T47D_3h_2F11,T47D_3h_2F11,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_3h_2F11,female,SRP125154,breast
SRR6301205,NA,RNA-Seq,202,1219058890,Edwin CHEUNG,PRJNA418867,SAMN08038215,Human,458465814,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402054,Illumina HiSeq 2000,T47D_3h_2E12,T47D_3h_2E12,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_3h_2E12,female,SRP125154,breast
SRR6301206,NA,RNA-Seq,202,964349212,Edwin CHEUNG,PRJNA418867,SAMN08038214,Human,364756732,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402053,Illumina HiSeq 2000,T47D_3h_2E1,T47D_3h_2E1,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_3h_2E1,female,SRP125154,breast
SRR6301208,NA,RNA-Seq,202,1319857496,Edwin CHEUNG,PRJNA418867,SAMN08038212,Human,497063571,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402051,Illumina HiSeq 2000,T47D_3h_2D6,T47D_3h_2D6,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_3h_2D6,female,SRP125154,breast
SRR6301210,NA,RNA-Seq,202,1250016602,Edwin CHEUNG,PRJNA418867,SAMN08038220,Human,466327138,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402049,Illumina HiSeq 2000,T47D_3h_2H6,T47D_3h_2H6,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_3h_2H6,female,SRP125154,breast
SRR6301213,NA,RNA-Seq,202,818218978,Edwin CHEUNG,PRJNA418867,SAMN08038222,Human,301844055,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402046,Illumina HiSeq 2000,T47D_6h_2A1,T47D_6h_2A1,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2A1,female,SRP125154,breast
SRR6301216,NA,RNA-Seq,202,1266570704,Edwin CHEUNG,PRJNA418867,SAMN08038225,Human,473321279,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402043,Illumina HiSeq 2000,T47D_6h_2A5,T47D_6h_2A5,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2A5,female,SRP125154,breast
SRR6301218,NA,RNA-Seq,202,690690924,Edwin CHEUNG,PRJNA418867,SAMN08038227,Human,254453149,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402041,Illumina HiSeq 2000,T47D_6h_2B4,T47D_6h_2B4,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2B4,female,SRP125154,breast
SRR6301220,NA,RNA-Seq,202,1210970810,Edwin CHEUNG,PRJNA418867,SAMN08038229,Human,452763988,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402039,Illumina HiSeq 2000,T47D_6h_2C4,T47D_6h_2C4,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2C4,female,SRP125154,breast
SRR6301221,NA,RNA-Seq,202,1317661554,Edwin CHEUNG,PRJNA418867,SAMN08038230,Human,486710799,T-47D,UNIVERSITY OF MACAU,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3402038,Illumina HiSeq 2000,T47D_6h_2C6,T47D_6h_2C6,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-11-16T00:00:00Z,T47D_6h_2C6,female,SRP125154,breast
